Wine ID,country,description,designation,points,price,province,region_1,region_2,variety,winery
111861,Australia,"Sand and red-plum flavors at the fore, and a prickly rather than smooth feel on the palate. Good and straightforward. Imported by Pacific Wine Partners.",Nottage Hill,83,8,Australia Other,South Eastern Australia,,Merlot,Hardys
111925,Australia,"A bit chunkier than the more finesse-full 2006, but still a perfumed, raspberry-scented Shiraz. Savory notes add richness and depth, finishing with some dusty tannins. Drink 2011Ç??2015.",,90,35,South Australia,Adelaide Hills,,Shiraz,Shaw and Smith
111949,Australia,"This is a burly, firmly structured Grenache evidently meant to age, which makes it a little tough to evaluate right now. Big black cherry fruit lacks complexity, marked mainly by faint toasted-almond nuances. Try after 2010.",,88,72,South Australia,McLaren Vale,,Grenache,S.C. Pannell
111975,Australia,"Big and dark but angular, this Cabernet sports plenty of oak and blackberry flavors, but also some sourish green wood and eucalyptus flavors.",,86,29,South Australia,Clare Valley,,Cabernet Sauvignon,Ranfurlys Way
111979,Australia,"Tyrrell's wines are meant to be aged, which may be why this Shiraz isn't particularly singing right now. The nose offers an overt rubber/plastic note, backed by some blackberry underneath. Moderate amounts of cool, black-cherry flavors characterize the palate. Would be worth a look in 2010 to see how it's changed. Imported by Pasternak Wine Imports.",Vat 8,86,40,New South Wales,Hunter Valley,,Shiraz,Tyrrell's
111988,Australia,"Practically black in color; vanilla and plum aromas start it all off. In spite of its color, this is not a dense wine. It's very forward, its red fruit playing off a sawdusty-woody texture in the mouth. Not harmonious, with more sawdust on the finish.",The Bull and the Bear,86,59,South Australia,Barossa Valley,,Shiraz-Cabernet Sauvignon,Two Hands
112040,Australia,"This wine boasts aromas of intertwined cherries and herbs that make for a pretty first impression. It's a light-bodied, delicate style, with flavors of cherries and herbs underscored by dry earth that turn tart and cranberryish on the crisp finish. Drink now.",Giles,84,45,South Australia,Lenswood,,Pinot Noir,Henschke
112061,Australia,"Shows a bit of unintegrated oak on the noseÇ??dry toast and vanilla notes stick outÇ??but there's also a fair dose of blackberry fruit to go with it. In the mouth, the taut berry flavors continue to wear a dry, cedary veneer; give this another year to pull the disparate elements together.",,87,21,South Australia,McLaren Vale,,Shiraz,Aramis
112080,Australia,"This wine's pretty green. There's celery seed and weed on the nose; red, tomato-y fruit on the palate gets a dose of green bean toward the finish. Imported by Click Wine Group.",,83,30,South Australia,Adelaide Hills,,Cabernet Franc,Paracombe
112086,Australia,"Briny and odd, with flavors akin to watermelon rind mixed with ginger ale. If that sounds strange, join the club. One of our tasters commented that it Ç?úhardly seems like wine.Ç?ù Imported by The Vine Press.",,82,19,Victoria,Victoria,,Sauvignon Blanc,Delatite
112090,Australia,"1997 is the current vintage on this reserve wine, but it already feels tired. Brown-red in color; monotone and lean on the palate. Imported by Oenophilia Imports.",Reserve,82,45,Western Australia,Margaret River,,Cabernet Sauvignon,Amberley
112094,Australia,"Smells okay, but overdone and syrupy. Has a metallic note on the palate, plus sour berry and plum fruit. Tasted twice. Imported by Pernod Ricard.",,82,9,Australia Other,South Eastern Australia,,Cabernet Sauvignon-Merlot,Jacob's Creek
112146,Australia,"Comes from a vineyard in Queensland that is 850 meters above sea level. Smells like white chocolate and juicy peaches, with peach and lemon taking over on the palate. It's soft in the mouth, with the lemon contributing some sourness that lasts through the finish. Imported by Downunder Imports, LLS.",,85,13,Queensland,Granite Belt,,Semillon-Sauvignon Blanc,Ballandean
112148,Australia,"Smells like toast and plush plums. The palate has a cool-vintage tanginess offsetting, perhaps overshadowing, its berry fruit. Dry; finishes with tangy oak. Imported by Wilson Daniels Ltd.",Barossa Vines,85,12,South Australia,Barossa Valley,,Cabernet Sauvignon-Merlot,Grant Burge
112149,Australia,"A fine, food-friendly, medium-sized Chard whose nose and finish both show a fair amount of wood. Fruit in the center is not very demonstrative, some peach skin holding down the fort. Imported by Foster's Wine Estates Americas.",,85,14,Victoria,Victoria,,Chardonnay,Greg Norman Estates
112152,Australia,"I've come to like Katnook's wines quite a lot, but this one is a disappointment. Though the wine has cool cherry fruit and black pepper aromas, it feels tired and weak on the palate. The berry fruit starts showing through on the finish, but its cameo appearance just isn't enough. Imported by Freixenet USA.",,85,22,South Australia,Coonawarra,,Shiraz,Katnook Estate
112157,Australia,"Made by the folks at Frankland Estate, this Shiraz contains 5% Viognier, which didn't add the nuances that it typically does. Starts off on the nose with black and green pepper, which turns to toast and ink with some time in the glass. Inky on the palate, yes, but also a touch shrill. Imported by USA Wine West.",,85,14,Western Australia,Frankland River,,Shiraz,Rocky Gully
112160,Australia,"This Chardonnay deals a tangy combo of golden apple and bright citrus against a toasty, lactic backdrop that was a detraction for me. Medium-full in the mouth, it shows more toast and apple notes on the nose. Imported by Aussie Imports.",,85,25,South Australia,Adelaide Hills,,Chardonnay,Ranfurlys Way
112161,Australia,"Nutty, almost Porty, aromas. On the palate, the wine offers plum and some vanilla cream. Straightforward, but good. Imported by Southern Starz, Inc.",Dry Land,85,25,South Australia,Clare Valley,,Shiraz,Reilly's
112163,Australia,"Offers sun-warmed, fresh golden apple and caramel aromas. Apple flavors come through as well but the texture is odd, like sawdust and mineral. I didn't enjoy this bottling quite as much as E&T;'s unwooded Chardonnay, but those who prefer caramel to fresh fruit and acidity will feel differently. Imported by Scott Street Portfolio.",,85,16,Western Australia,Margaret River,,Chardonnay,Evans & Tate
112165,Australia,"Smells of clarified butter. On the palate, it offers hints of citrus and white peach, and a medium body. Dry on the finish, with more citrus. Imported by Klassen Wines.",,85,15,New South Wales,Hunter Valley,,Pinot Grigio,Gorge
112168,Australia,"Fragrant tropical fruit flavors waft from the nose, but the palate is more understated, relying on mineral and chalk notes for flavor and texture. A simple, good choice whenever chicken breast is on the menu. Imported by Orientale Imports LLC.",,85,15,Western Australia,Western Australia,,Chardonnay,Mad Fish
112225,Australia,"Full and round in the mouth, this lacks the dynamic purity and luxurious texture of its pricier stablemate, The Duke, but it's still an excellent wine that blends black cherry and strawberry fruit with just a touch of spice. Drink nowÇ??2011.",Prodigal,90,30,South Australia,Clare Valley,,Grenache,Kilikanoon
112230,Australia,"A hint of eucalyptus gives this wine's blackberry fruit a slightly medicinal quality, while black-olive notes provide darkness and depth. The tannins impart a texture somewhere between creamy and silky, remaining somewhat firm on the finish. There is considerable sediment, so decant before serving.",Alexander Munro,88,39,New South Wales,Hunter Valley,,Shiraz,Meerea Park
112260,Australia,"The fruit for this Pinot Grigio comes from a vineyard on a hill above Clarendon. The wine opens with citrus and pear aromas, moving on to flavors of golden apple and pink grapefruit. On the heavy side for a PG, but its fresh, straightforward style is appealing.",D'Elena,86,21,South Australia,McLaren Vale,,Pinot Grigio,Joseph
112265,Australia,"Smells like fresh laundry, and has modest pear flavors on the palate. Fairly full in the mouth, and finishes with a sour peach-pit note.",The Hermit Crab,86,16,South Australia,McLaren Vale,,White Blend,D'Arenberg
112269,Australia,"An overt, forward Viognier, this has flavors of white pepper, white chocolate and fresh grass rounding out its medium-full palate. Also demonstrates the grape's characteristic slippery, oily character.",,86,9,South Australia,South Australia,,Viognier,Oxford Landing
112270,Australia,"A 70-30 blend of Marsanne and Viognier, the Alliance is an interesting wine but is not one with a lot of concentrated flavor and verve. Offers aromas of wheat cracker and sour apple candy, and flavors of peach, flowers and olive oil. Smooth and slightly oily on the palate; its texture thickens on the finish. 500 cases produced.",The Alliance,86,14,Victoria,Rutherglen,,White Blend,Rutherglen Estates
112282,Australia,"Aromas are of roasted fruits; on the palate, it has a dark, oaky underlay offset by sourish red fruit. Straightforward. 1,900 cases produced.",Etranger,85,30,South Australia,Barossa Valley,,Cabernet Sauvignon-Shiraz,The Colonial Estate
112299,Australia,"This wine is rapidly becoming a favorite for its unique combination of peppery meatiness with mixed blueberry and blackberry fruit. It's complex and compelling, with hints of coffee, tar and black olive all adding to the array of aromas and flavors. Long and richly tannic on the finish; while this is approachable now, it should also stand up to 10 years' cellaring. Imported by Epic Wines.",Reserve,92,45,Victoria,Yarra Valley,,Shiraz-Viognier,Yering Station
112302,Australia,"The 2005 Inkwell wines are undeniably big, but they manage to carry their weight and ample alcohol levels with a surprising measure of balance and grace. This one clocks in at 15.7%, but doesn't seem hot or heavy, just mouthfilling and round. Blueberry and blackberry fruit lead the way, but they're joined by earthier notes of black olive, coffee and tree bark. Drink nowÇ??2010.",Wild Thing,91,20,South Australia,McLaren Vale,,Shiraz,Inkwell
112312,Australia,"Assertively toasty and nutty, this is barrel-fermented in new oak, but in 500-liter puncheons, not the smaller barriques, so that the wood doesn't overwhelm. Peach, vanilla and citrus flavors completely fill the mouth, yet remain fresh and vibrant on the finish. Drink nowÇ??2012. Imported by Epic Wines.",Reserve,91,45,Victoria,Yarra Valley,,Chardonnay,Yering Station
112313,Australia,"A big, rich Pinot, but one that for all its weight and intensity doesn't lack for elegance. Black cherry fruit and spice notes coat the mouth, lingering on the finish. Drink it now and over the next several years. Imported by Epic Wines.",Reserve,91,45,Victoria,Yarra Valley,,Pinot Noir,Yering Station
112320,Australia,"This easy-drinking Shiraz features some plummyÇ??almost prunyÇ??fruit aromas, facile plum and berry flavors, little tannin and bright acids on the finish.",Deen de Bortoli Vat 8,84,13,Australia Other,South Eastern Australia,,Shiraz,De Bortoli
112329,Australia,"A good wine...but disappointing given the high quality of the winery's Chardonnay. This is a plump, medium-bodied Pinot with a somewhat coarse texture and rather simple sour-cherry flavors.",,84,48,Victoria,Mornington Peninsula,,Pinot Noir,Yabby Lake Vineyard
